transaction_id,timestamp,date,hour,pos_terminal_id,cashier_id,product_id,sku,product_name,category,quantity,unit_sell_price,line_total,payment_method
T1148,2024-05-11 16:45:27,2024-05-11,16:00,POS-2,C001,P016,YOGURT,Greek Yogurt Cup,Dairy,3,26.09,78.27,Card
T1148,2024-05-11 16:45:27,2024-05-11,16:00,POS-2,C002,P013,WATER-24PK,Bottled Water 24pk,Beverage,2,17.29,34.58,EBT
T1115,2024-05-11 16:56:56,2024-05-11,16:00,POS-1,C001,P016,YOGURT,Greek Yogurt Cup,Dairy,3,26.09,78.27,Cash
T1115,2024-05-11 16:56:56,2024-05-11,16:00,POS-1,C001,P003,EGG-12CT,Eggs 12ct,Grocery,2,37.39,74.78,EBT
T1115,2024-05-11 16:56:56,2024-05-11,16:00,POS-1,C002,P038,ALMONDS,Blue Diamond Almonds,Snacks,1,25.38,25.38,EBT
T1115,2024-05-11 16:56:56,2024-05-11,16:00,POS-2,C001,P009,BANANA-LB,Bananas,Produce,1,4.18,4.18,Card
T1137,2024-05-11 17:05:23,2024-05-11,17:00,POS-1,C001,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,EBT
T1137,2024-05-11 17:05:23,2024-05-11,17:00,POS-2,C003,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,EBT
T1137,2024-05-11 17:05:23,2024-05-11,17:00,POS-1,C003,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Cash
T1137,2024-05-11 17:05:23,2024-05-11,17:00,POS-2,C002,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,Apple Pay
T1134,2024-05-11 17:22:10,2024-05-11,17:00,POS-1,C003,P026,ICECREAM,Ice Cream Pint,Frozen,2,8.55,17.10,Card
T1134,2024-05-11 17:22:10,2024-05-11,17:00,POS-1,C001,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,EBT
T1146,2024-05-11 17:40:31,2024-05-11,17:00,POS-2,C001,P009,BANANA-LB,Bananas,Produce,2,4.18,8.36,Cash
T1146,2024-05-11 17:40:31,2024-05-11,17:00,POS-1,C003,P007,SPARK-WATER,Sparkling Water Variety Pack,Beverage,2,5.99,11.98,Card
T1120,2024-05-11 17:43:48,2024-05-11,17:00,POS-2,C001,P018,CHEESE,Cheddar Cheese Block,Dairy,2,10.18,20.36,Card
T1143,2024-05-11 18:00:18,2024-05-11,18:00,POS-1,C003,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,1,18.81,18.81,EBT
T1143,2024-05-11 18:00:18,2024-05-11,18:00,POS-1,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Apple Pay
T1143,2024-05-11 18:00:18,2024-05-11,18:00,POS-2,C001,P036,ENERGY-BAR,Protein Bar,Candy,1,42.75,42.75,Card
T1143,2024-05-11 18:00:18,2024-05-11,18:00,POS-2,C002,P037,CEREAL,Cereal Box,Grocery,1,7.72,7.72,EBT
T1152,2024-05-11 18:07:01,2024-05-11,18:00,POS-1,C003,P023,SAUCE,Tomato Sauce Jar,Grocery,3,8.57,25.71,Cash
T1152,2024-05-11 18:07:01,2024-05-11,18:00,POS-1,C002,P024,SOUP,Chicken Soup Can,Grocery,2,3.37,6.74,EBT
T1152,2024-05-11 18:07:01,2024-05-11,18:00,POS-1,C002,P003,EGG-12CT,Eggs 12ct,Grocery,2,37.39,74.78,Cash
T1130,2024-05-11 18:21:19,2024-05-11,18:00,POS-1,C003,P004,SBUX-FRAP,Starbucks Frappuccino,Beverage,1,42.69,42.69,EBT
T1122,2024-05-11 18:29:08,2024-05-11,18:00,POS-1,C002,P015,ORANGE-JUICE,Orange Juice,Beverage,3,4.16,12.48,Apple Pay
T1122,2024-05-11 18:29:08,2024-05-11,18:00,POS-1,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Card
T1122,2024-05-11 18:29:08,2024-05-11,18:00,POS-2,C002,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,Card
T1122,2024-05-11 18:29:08,2024-05-11,18:00,POS-1,C001,P030,SOAP,Dish Soap,Household,2,12.33,24.66,EBT
T1139,2024-05-11 19:43:59,2024-05-11,19:00,POS-1,C001,P036,ENERGY-BAR,Protein Bar,Candy,1,42.75,42.75,Cash
T1139,2024-05-11 19:43:59,2024-05-11,19:00,POS-2,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,3,5.00,15.00,Apple Pay
T1139,2024-05-11 19:43:59,2024-05-11,19:00,POS-1,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,EBT
T1131,2024-05-11 19:44:38,2024-05-11,19:00,POS-2,C002,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,1,18.81,18.81,EBT
T1131,2024-05-11 19:44:38,2024-05-11,19:00,POS-2,C002,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,Apple Pay
T1118,2024-05-11 20:00:16,2024-05-11,20:00,POS-1,C002,P005,MILK-GAL,Milk Gallon,Dairy,3,4.49,13.47,Apple Pay
T1118,2024-05-11 20:00:16,2024-05-11,20:00,POS-1,C001,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,3,3.48,10.44,Card
T1118,2024-05-11 20:00:16,2024-05-11,20:00,POS-2,C001,P038,ALMONDS,Blue Diamond Almonds,Snacks,2,25.38,50.76,EBT
T1118,2024-05-11 20:00:16,2024-05-11,20:00,POS-2,C003,P008,BREAD-WHT,White Bread,Grocery,3,3.30,9.90,Card
T1147,2024-05-11 20:29:45,2024-05-11,20:00,POS-1,C002,P015,ORANGE-JUICE,Orange Juice,Beverage,3,4.16,12.48,EBT
T1147,2024-05-11 20:29:45,2024-05-11,20:00,POS-2,C001,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,Apple Pay
T1125,2024-05-11 21:29:43,2024-05-11,21:00,POS-1,C003,P018,CHEESE,Cheddar Cheese Block,Dairy,1,10.18,10.18,Card
T1125,2024-05-11 21:29:43,2024-05-11,21:00,POS-2,C003,P033,TRASH-BAGS,Trash Bags,Household,1,3.67,3.67,Card
T1125,2024-05-11 21:29:43,2024-05-11,21:00,POS-1,C001,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Card
T1125,2024-05-11 21:29:43,2024-05-11,21:00,POS-1,C002,P011,DORITOS,Doritos Nacho Cheese,Snacks,2,44.82,89.64,Card
T1167,2024-05-12 09:40:19,2024-05-12,09:00,POS-1,C001,P015,ORANGE-JUICE,Orange Juice,Beverage,1,4.16,4.16,EBT
T1167,2024-05-12 09:40:19,2024-05-12,09:00,POS-1,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Cash
T1177,2024-05-12 09:55:00,2024-05-12,09:00,POS-1,C001,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,EBT
T1177,2024-05-12 09:55:00,2024-05-12,09:00,POS-2,C001,P011,DORITOS,Doritos Nacho Cheese,Snacks,1,44.82,44.82,EBT
T1175,2024-05-12 10:27:07,2024-05-12,10:00,POS-1,C001,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,Cash
T1175,2024-05-12 10:27:07,2024-05-12,10:00,POS-1,C001,P001,RB-24CT,Red Bull 24ct,Energy Drink,3,44.81,134.43,EBT
T1175,2024-05-12 10:27:07,2024-05-12,10:00,POS-2,C001,P024,SOUP,Chicken Soup Can,Grocery,1,3.37,3.37,Apple Pay
T1175,2024-05-12 10:27:07,2024-05-12,10:00,POS-2,C003,P023,SAUCE,Tomato Sauce Jar,Grocery,1,8.57,8.57,Card
T1184,2024-05-12 11:29:20,2024-05-12,11:00,POS-2,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Card
T1184,2024-05-12 11:29:20,2024-05-12,11:00,POS-2,C003,P011,DORITOS,Doritos Nacho Cheese,Snacks,1,44.82,44.82,Card
T1184,2024-05-12 11:29:20,2024-05-12,11:00,POS-2,C001,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,1,3.48,3.48,Card
T1184,2024-05-12 11:29:20,2024-05-12,11:00,POS-1,C002,P015,ORANGE-JUICE,Orange Juice,Beverage,3,4.16,12.48,EBT
T1187,2024-05-12 11:41:28,2024-05-12,11:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,EBT
T1187,2024-05-12 11:41:28,2024-05-12,11:00,POS-1,C003,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,EBT
T1181,2024-05-12 11:59:26,2024-05-12,11:00,POS-1,C002,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Card
T1162,2024-05-12 13:04:40,2024-05-12,13:00,POS-2,C003,P013,WATER-24PK,Bottled Water 24pk,Beverage,3,17.29,51.87,Apple Pay
T1169,2024-05-12 14:14:24,2024-05-12,14:00,POS-1,C002,P026,ICECREAM,Ice Cream Pint,Frozen,1,8.55,8.55,Apple Pay
T1165,2024-05-12 14:20:53,2024-05-12,14:00,POS-2,C003,P010,CHOC-BAR,Chocolate Bar,Candy,2,27.61,55.22,Card
T1165,2024-05-12 14:20:53,2024-05-12,14:00,POS-1,C003,P020,SUGAR,Sugar 4lb,Grocery,1,5.28,5.28,EBT
T1165,2024-05-12 14:20:53,2024-05-12,14:00,POS-1,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,EBT
T1166,2024-05-12 14:27:12,2024-05-12,14:00,POS-1,C003,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,Apple Pay
T1166,2024-05-12 14:27:12,2024-05-12,14:00,POS-1,C002,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,Cash
T1168,2024-05-12 14:28:00,2024-05-12,14:00,POS-2,C003,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Cash
T1163,2024-05-12 14:31:20,2024-05-12,14:00,POS-1,C003,P035,BATTERY-AA,AA Batteries,Electronics,3,33.84,101.52,EBT
T1174,2024-05-12 14:40:45,2024-05-12,14:00,POS-2,C001,P015,ORANGE-JUICE,Orange Juice,Beverage,1,4.16,4.16,Apple Pay
T1174,2024-05-12 14:40:45,2024-05-12,14:00,POS-1,C001,P013,WATER-24PK,Bottled Water 24pk,Beverage,1,17.29,17.29,Apple Pay
T1174,2024-05-12 14:40:45,2024-05-12,14:00,POS-1,C002,P022,PASTA,Pasta Box,Grocery,2,6.70,13.40,EBT
T1174,2024-05-12 14:40:45,2024-05-12,14:00,POS-1,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,3,5.00,15.00,Cash
T1185,2024-05-12 14:43:19,2024-05-12,14:00,POS-1,C001,P031,PAPER-TOWEL,Paper Towels,Household,2,7.15,14.30,EBT
T1185,2024-05-12 14:43:19,2024-05-12,14:00,POS-1,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Card
T1185,2024-05-12 14:43:19,2024-05-12,14:00,POS-1,C001,P038,ALMONDS,Blue Diamond Almonds,Snacks,1,25.38,25.38,Cash
T1190,2024-05-12 14:50:31,2024-05-12,14:00,POS-1,C002,P037,CEREAL,Cereal Box,Grocery,1,7.72,7.72,Cash
T1190,2024-05-12 14:50:31,2024-05-12,14:00,POS-2,C001,P017,BUTTER,Butter Sticks,Dairy,1,42.18,42.18,EBT
T1190,2024-05-12 14:50:31,2024-05-12,14:00,POS-2,C003,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,2,18.81,37.62,Cash
T1173,2024-05-12 15:00:23,2024-05-12,15:00,POS-1,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Card
T1173,2024-05-12 15:00:23,2024-05-12,15:00,POS-1,C001,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Apple Pay
T1173,2024-05-12 15:00:23,2024-05-12,15:00,POS-1,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,EBT
T1180,2024-05-12 15:00:23,2024-05-12,15:00,POS-1,C002,P008,BREAD-WHT,White Bread,Grocery,3,3.30,9.90,Apple Pay
T1180,2024-05-12 15:00:23,2024-05-12,15:00,POS-2,C001,P029,BACON,Bacon Pack,Meat,2,2.13,4.26,Cash
T1171,2024-05-12 15:09:58,2024-05-12,15:00,POS-1,C003,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,EBT
T1171,2024-05-12 15:09:58,2024-05-12,15:00,POS-2,C002,P015,ORANGE-JUICE,Orange Juice,Beverage,1,4.16,4.16,Cash
T1171,2024-05-12 15:09:58,2024-05-12,15:00,POS-2,C003,P004,SBUX-FRAP,Starbucks Frappuccino,Beverage,1,42.69,42.69,Card
T1171,2024-05-12 15:09:58,2024-05-12,15:00,POS-2,C003,P036,ENERGY-BAR,Protein Bar,Candy,1,42.75,42.75,Card
T1183,2024-05-12 15:32:08,2024-05-12,15:00,POS-2,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Apple Pay
T1183,2024-05-12 15:32:08,2024-05-12,15:00,POS-2,C002,P019,COFFEE-CAN,Ground Coffee,Grocery,2,5.00,10.00,EBT
T1183,2024-05-12 15:32:08,2024-05-12,15:00,POS-1,C001,P015,ORANGE-JUICE,Orange Juice,Beverage,1,4.16,4.16,Cash
T1183,2024-05-12 15:32:08,2024-05-12,15:00,POS-1,C001,P038,ALMONDS,Blue Diamond Almonds,Snacks,1,25.38,25.38,Card
T1160,2024-05-12 15:34:17,2024-05-12,15:00,POS-2,C003,P009,BANANA-LB,Bananas,Produce,1,4.18,4.18,Card
T1160,2024-05-12 15:34:17,2024-05-12,15:00,POS-2,C001,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Apple Pay
T1164,2024-05-12 15:44:22,2024-05-12,15:00,POS-1,C002,P029,BACON,Bacon Pack,Meat,2,2.13,4.26,Cash
T1192,2024-05-12 15:51:47,2024-05-12,15:00,POS-1,C003,P037,CEREAL,Cereal Box,Grocery,2,7.72,15.44,Cash
T1192,2024-05-12 15:51:47,2024-05-12,15:00,POS-2,C001,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,EBT
T1192,2024-05-12 15:51:47,2024-05-12,15:00,POS-1,C001,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Cash
T1176,2024-05-12 17:01:21,2024-05-12,17:00,POS-2,C002,P006,KETTLE-CHIPS,Kettle Chips Sea Salt,Snacks,1,2.49,2.49,Apple Pay
T1176,2024-05-12 17:01:21,2024-05-12,17:00,POS-2,C003,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Cash
T1176,2024-05-12 17:01:21,2024-05-12,17:00,POS-1,C002,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,Card
T1176,2024-05-12 17:01:21,2024-05-12,17:00,POS-1,C001,P020,SUGAR,Sugar 4lb,Grocery,2,5.28,10.56,Card
T1182,2024-05-12 17:24:54,2024-05-12,17:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Apple Pay
T1182,2024-05-12 17:24:54,2024-05-12,17:00,POS-1,C001,P018,CHEESE,Cheddar Cheese Block,Dairy,1,10.18,10.18,EBT
T1182,2024-05-12 17:24:54,2024-05-12,17:00,POS-2,C002,P005,MILK-GAL,Milk Gallon,Dairy,3,4.49,13.47,Card
T1179,2024-05-12 18:02:25,2024-05-12,18:00,POS-2,C002,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,Card
T1161,2024-05-12 18:08:44,2024-05-12,18:00,POS-2,C002,P005,MILK-GAL,Milk Gallon,Dairy,1,4.49,4.49,Cash
T1161,2024-05-12 18:08:44,2024-05-12,18:00,POS-2,C003,P025,TUNA,Tuna Can,Grocery,2,11.46,22.92,EBT
T1186,2024-05-12 18:23:43,2024-05-12,18:00,POS-1,C001,P021,RICE,Jasmine Rice 5lb,Grocery,1,1.17,1.17,Card
T1188,2024-05-12 18:25:31,2024-05-12,18:00,POS-1,C002,P012,LAY-CLASSIC,Lay's Classic Chips,Snacks,2,18.81,37.62,Cash
T1172,2024-05-12 18:42:56,2024-05-12,18:00,POS-2,C003,P003,EGG-12CT,Eggs 12ct,Grocery,2,37.39,74.78,Card
T1172,2024-05-12 18:42:56,2024-05-12,18:00,POS-2,C002,P021,RICE,Jasmine Rice 5lb,Grocery,1,1.17,1.17,Card
T1172,2024-05-12 18:42:56,2024-05-12,18:00,POS-2,C003,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Card
T1170,2024-05-12 19:08:24,2024-05-12,19:00,POS-1,C003,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,Cash
T1170,2024-05-12 19:08:24,2024-05-12,19:00,POS-2,C003,P024,SOUP,Chicken Soup Can,Grocery,2,3.37,6.74,Cash
T1189,2024-05-12 19:17:17,2024-05-12,19:00,POS-2,C002,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,EBT
T1189,2024-05-12 19:17:17,2024-05-12,19:00,POS-1,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,EBT
T1189,2024-05-12 19:17:17,2024-05-12,19:00,POS-2,C001,P022,PASTA,Pasta Box,Grocery,1,6.70,6.70,Cash
T1189,2024-05-12 19:17:17,2024-05-12,19:00,POS-1,C002,P005,MILK-GAL,Milk Gallon,Dairy,3,4.49,13.47,Apple Pay
T1178,2024-05-12 19:20:17,2024-05-12,19:00,POS-1,C001,P020,SUGAR,Sugar 4lb,Grocery,1,5.28,5.28,Cash
T1191,2024-05-12 21:06:15,2024-05-12,21:00,POS-1,C001,P005,MILK-GAL,Milk Gallon,Dairy,3,4.49,13.47,EBT
T1191,2024-05-12 21:06:15,2024-05-12,21:00,POS-1,C001,P031,PAPER-TOWEL,Paper Towels,Household,1,7.15,7.15,Cash
T1224,2024-05-13 08:14:46,2024-05-13,08:00,POS-1,C001,P004,SBUX-FRAP,Starbucks Frappuccino,Beverage,2,42.69,85.38,Apple Pay
T1224,2024-05-13 08:14:46,2024-05-13,08:00,POS-1,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,3,44.81,134.43,Apple Pay
T1193,2024-05-13 08:30:00,2024-05-13,08:00,POS-1,C002,P037,CEREAL,Cereal Box,Grocery,3,7.72,23.16,Card
T1193,2024-05-13 08:30:00,2024-05-13,08:00,POS-1,C003,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Cash
T1193,2024-05-13 08:30:00,2024-05-13,08:00,POS-2,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Apple Pay
T1203,2024-05-13 09:28:29,2024-05-13,09:00,POS-1,C001,P005,MILK-GAL,Milk Gallon,Dairy,3,4.49,13.47,Apple Pay
T1203,2024-05-13 09:28:29,2024-05-13,09:00,POS-2,C003,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,Cash
T1203,2024-05-13 09:28:29,2024-05-13,09:00,POS-1,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,EBT
T1207,2024-05-13 11:36:37,2024-05-13,11:00,POS-1,C002,P037,CEREAL,Cereal Box,Grocery,2,7.72,15.44,Apple Pay
T1230,2024-05-13 12:03:06,2024-05-13,12:00,POS-2,C002,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,Card
T1230,2024-05-13 12:03:06,2024-05-13,12:00,POS-1,C001,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Cash
T1213,2024-05-13 12:38:51,2024-05-13,12:00,POS-2,C002,P025,TUNA,Tuna Can,Grocery,2,11.46,22.92,Apple Pay
T1213,2024-05-13 12:38:51,2024-05-13,12:00,POS-2,C002,P025,TUNA,Tuna Can,Grocery,1,11.46,11.46,EBT
T1213,2024-05-13 12:38:51,2024-05-13,12:00,POS-1,C001,P006,KETTLE-CHIPS,Kettle Chips Sea Salt,Snacks,2,2.49,4.98,Apple Pay
T1220,2024-05-13 12:48:49,2024-05-13,12:00,POS-1,C003,P020,SUGAR,Sugar 4lb,Grocery,1,5.28,5.28,EBT
T1220,2024-05-13 12:48:49,2024-05-13,12:00,POS-2,C002,P003,EGG-12CT,Eggs 12ct,Grocery,3,37.39,112.17,EBT
T1210,2024-05-13 12:52:26,2024-05-13,12:00,POS-1,C002,P027,FROZEN-PIZZA,Frozen Pizza,Frozen,1,3.48,3.48,EBT
T1210,2024-05-13 12:52:26,2024-05-13,12:00,POS-1,C001,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Cash
T1210,2024-05-13 12:52:26,2024-05-13,12:00,POS-1,C001,P032,TOILET-PAPER,Toilet Paper 12pk,Household,1,18.40,18.40,Card
T1210,2024-05-13 12:52:26,2024-05-13,12:00,POS-1,C002,P017,BUTTER,Butter Sticks,Dairy,2,42.18,84.36,Cash
T1211,2024-05-13 12:52:29,2024-05-13,12:00,POS-2,C001,P022,PASTA,Pasta Box,Grocery,2,6.70,13.40,EBT
T1211,2024-05-13 12:52:29,2024-05-13,12:00,POS-2,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,2,24.42,48.84,Cash
T1211,2024-05-13 12:52:29,2024-05-13,12:00,POS-1,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,1,44.81,44.81,Card
T1211,2024-05-13 12:52:29,2024-05-13,12:00,POS-1,C001,P011,DORITOS,Doritos Nacho Cheese,Snacks,2,44.82,89.64,Cash
T1205,2024-05-13 12:52:40,2024-05-13,12:00,POS-1,C001,P034,ADVIL,Pain Reliever,Pharmacy,3,5.77,17.31,EBT
T1205,2024-05-13 12:52:40,2024-05-13,12:00,POS-2,C003,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,Apple Pay
T1228,2024-05-13 13:00:00,2024-05-13,13:00,POS-2,C001,P037,CEREAL,Cereal Box,Grocery,2,7.72,15.44,Card
T1216,2024-05-13 13:02:37,2024-05-13,13:00,POS-2,C003,P011,DORITOS,Doritos Nacho Cheese,Snacks,3,44.82,134.46,Apple Pay
T1216,2024-05-13 13:02:37,2024-05-13,13:00,POS-2,C001,P025,TUNA,Tuna Can,Grocery,2,11.46,22.92,Cash
T1223,2024-05-13 13:06:24,2024-05-13,13:00,POS-2,C003,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Apple Pay
T1223,2024-05-13 13:06:24,2024-05-13,13:00,POS-1,C002,P033,TRASH-BAGS,Trash Bags,Household,2,3.67,7.34,EBT
T1223,2024-05-13 13:06:24,2024-05-13,13:00,POS-1,C001,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,EBT
T1217,2024-05-13 13:30:08,2024-05-13,13:00,POS-2,C003,P026,ICECREAM,Ice Cream Pint,Frozen,3,8.55,25.65,Card
T1217,2024-05-13 13:30:08,2024-05-13,13:00,POS-2,C001,P019,COFFEE-CAN,Ground Coffee,Grocery,1,5.00,5.00,Apple Pay
T1217,2024-05-13 13:30:08,2024-05-13,13:00,POS-2,C002,P037,CEREAL,Cereal Box,Grocery,2,7.72,15.44,Apple Pay
T1202,2024-05-13 13:42:40,2024-05-13,13:00,POS-2,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Apple Pay
T1202,2024-05-13 13:42:40,2024-05-13,13:00,POS-2,C002,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,Apple Pay
T1202,2024-05-13 13:42:40,2024-05-13,13:00,POS-2,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Apple Pay
T1202,2024-05-13 13:42:40,2024-05-13,13:00,POS-2,C001,P008,BREAD-WHT,White Bread,Grocery,2,3.30,6.60,EBT
T1226,2024-05-13 14:24:07,2024-05-13,14:00,POS-1,C002,P016,YOGURT,Greek Yogurt Cup,Dairy,3,26.09,78.27,EBT
T1226,2024-05-13 14:24:07,2024-05-13,14:00,POS-1,C003,P003,EGG-12CT,Eggs 12ct,Grocery,3,37.39,112.17,Apple Pay
T1226,2024-05-13 14:24:07,2024-05-13,14:00,POS-1,C002,P025,TUNA,Tuna Can,Grocery,2,11.46,22.92,Card
T1199,2024-05-13 14:24:22,2024-05-13,14:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,3,24.42,73.26,EBT
T1199,2024-05-13 14:24:22,2024-05-13,14:00,POS-1,C002,P016,YOGURT,Greek Yogurt Cup,Dairy,1,26.09,26.09,Card
T1199,2024-05-13 14:24:22,2024-05-13,14:00,POS-2,C001,P034,ADVIL,Pain Reliever,Pharmacy,1,5.77,5.77,Card
T1199,2024-05-13 14:24:22,2024-05-13,14:00,POS-1,C002,P023,SAUCE,Tomato Sauce Jar,Grocery,1,8.57,8.57,Cash
T1227,2024-05-13 14:39:07,2024-05-13,14:00,POS-2,C003,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Cash
T1227,2024-05-13 14:39:07,2024-05-13,14:00,POS-2,C002,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Cash
T1227,2024-05-13 14:39:07,2024-05-13,14:00,POS-2,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,EBT
T1201,2024-05-13 14:41:10,2024-05-13,14:00,POS-2,C003,P003,EGG-12CT,Eggs 12ct,Grocery,3,37.39,112.17,Apple Pay
T1201,2024-05-13 14:41:10,2024-05-13,14:00,POS-1,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,1,24.42,24.42,Card
T1201,2024-05-13 14:41:10,2024-05-13,14:00,POS-2,C001,P003,EGG-12CT,Eggs 12ct,Grocery,2,37.39,74.78,Card
T1201,2024-05-13 14:41:10,2024-05-13,14:00,POS-1,C002,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,Card
T1219,2024-05-13 14:55:43,2024-05-13,14:00,POS-2,C002,P018,CHEESE,Cheddar Cheese Block,Dairy,1,10.18,10.18,EBT
T1219,2024-05-13 14:55:43,2024-05-13,14:00,POS-2,C003,P014,GATORADE,Gatorade 20oz,Beverage,1,30.95,30.95,Cash
T1219,2024-05-13 14:55:43,2024-05-13,14:00,POS-2,C002,P035,BATTERY-AA,AA Batteries,Electronics,1,33.84,33.84,Cash
T1219,2024-05-13 14:55:43,2024-05-13,14:00,POS-1,C001,P003,EGG-12CT,Eggs 12ct,Grocery,1,37.39,37.39,EBT
T1218,2024-05-13 15:29:54,2024-05-13,15:00,POS-1,C002,P016,YOGURT,Greek Yogurt Cup,Dairy,3,26.09,78.27,Cash
T1214,2024-05-13 15:38:38,2024-05-13,15:00,POS-2,C002,P008,BREAD-WHT,White Bread,Grocery,1,3.30,3.30,Apple Pay
T1214,2024-05-13 15:38:38,2024-05-13,15:00,POS-2,C001,P002,COKE-12OZ,Coca-Cola 12oz,Beverage,3,24.42,73.26,Cash
T1214,2024-05-13 15:38:38,2024-05-13,15:00,POS-1,C001,P001,RB-24CT,Red Bull 24ct,Energy Drink,2,44.81,89.62,EBT
T1231,2024-05-13 16:10:21,2024-05-13,16:00,POS-1,C002,P035,BATTERY-AA,AA Batteries,Electronics,3,33.84,101.52,Apple Pay
T1231,2024-05-13 16:10:21,2024-05-13,16:00,POS-1,C002,P038,ALMONDS,Blue Diamond Almonds,Snacks,1,25.38,25.38,EBT
T1231,2024-05-13 16:10:21,2024-05-13,16:00,POS-2,C002,P005,MILK-GAL,Milk Gallon,Dairy,2,4.49,8.98,EBT
T1194,2024-05-13 16:42:25,2024-05-13,16:00,POS-1,C001,P010,CHOC-BAR,Chocolate Bar,Candy,1,27.61,27.61,EBT
T1215,2024-05-13 16:43:08,2024-05-13,16:00,POS-2,C002,P023,SAUCE,Tomato Sauce Jar,Grocery,1,8.57,8.57,EBT
